".","lon","lat","Ruído","N..Estações","Distância.min","optional"
"TAPEROÁ",-36.9371007004598,-7.16122762706317,-58.2630153367788,36,4326.73401188164,TRUE
"LIVRAMENTO",-37.0263010597633,-7.3743223490771,-64.6446583413898,53,9020.74378489704,TRUE
"SÃO MAMEDE",-37.0391242696283,-6.95890168262367,-62.6900994788778,78,7203.01641767748,TRUE
"PATOS",-37.249827355387,-7.03463168650587,-54.3400118824606,94,2754.29228003029,TRUE
"PATOS",-37.2193374791028,-7.07166801613011,-61.6882313100687,99,6418.3145344277,TRUE
"SÃO MAMEDE",-37.0669659123601,-6.90969958096929,-57.1955491924308,73,3826.36936095171,TRUE
"QUIXABÁ",-37.2173025398593,-7.04618920664024,-61.5566045417203,96,6321.78407027961,TRUE
"SALGADINHO",-36.8687631307481,-7.12482657456957,-56.8018290773811,30,3656.79727441353,TRUE
"DESTERRO",-37.0974321849722,-7.31654568050243,-55.9004548546939,68,3296.34131261069,TRUE
"SALGADINHO",-36.8865704923015,-7.14602536020056,-62.0667265135558,37,6704.18139353285,TRUE
"CACIMBAS",-37.0413042667865,-7.25129262484797,-59.3134242083357,56,4882.93160438,TRUE
"PATOS",-37.2413718612011,-7.03256407064572,-56.2617435574884,94,3436.34380691258,TRUE
"SÃO MAMEDE",-37.0545017328191,-6.99976222239156,-64.8177069110815,77,9202.26586168817,TRUE
"SANTA LUZIA",-36.8840421389401,-6.89044205552154,-58.6941686035453,18,4546.92573462043,TRUE
"AREIA DE BARAÚNAS",-36.9490118946492,-7.04966169280187,-63.7021331533924,34,8093.12202152183,TRUE
"AREIA DE BARAÚNAS",-36.9425891602955,-7.10784334944282,-49.8353772795657,39,1639.75247349984,TRUE
"AREIA DE BARAÚNAS",-36.9824158531924,-7.16166927850526,-50.5739924638412,36,1785.29115734876,TRUE
"SÃO MAMEDE",-36.9735245185516,-7.04306746878382,-65.0043199172917,36,9402.11213602552,TRUE
"TAPEROÁ",-36.8839213007673,-7.27575878518355,-65.5017638495417,36,9956.2919540467,TRUE
"AREIA DE BARAÚNAS",-36.9423537041371,-7.12265448294301,0,39,132.824000845117,TRUE
"AREIA DE BARAÚNAS",-36.986343213132,-7.09196926896647,-60.834882266279,35,5817.72976142774,TRUE
"CACIMBAS",-37.0425677700046,-7.22155521063786,-52.0563885988979,49,2117.52653216874,TRUE
"PATOS",-37.2285222812867,-6.95284598191455,-61.9577816731924,74,6620.61775494822,TRUE
"TEIXEIRA",-37.2128392703676,-7.2350133836614,-58.3755400429715,120,4383.1510046368,TRUE
"SALGADINHO",-36.8695160900321,-7.10600551007037,-54.4619346146263,27,2793.22655016818,TRUE
"JUNCO DO SERIDÓ",-36.8500697446366,-7.00485982313939,-66.2060406434437,26,10797.207877631,TRUE
"TEIXEIRA",-37.2170537186399,-7.26436853291188,-61.01032811877,120,5936.43663647061,TRUE
"SANTA LUZIA",-36.8798813638355,-7.00425407405664,-66.7760501638533,28,11529.5388991958,TRUE
"JUNCO DO SERIDÓ",-36.8600972960781,-7.04975645662006,-61.1956492193332,29,6064.4565900319,TRUE
"PATOS",-37.2376154157178,-7.06575950210635,-58.2026747983513,100,4296.7805218467,TRUE
"LIVRAMENTO",-36.8919712808061,-7.31567893432174,-64.4718948084277,33,8843.09256744952,TRUE
"TAPEROÁ",-36.9211056282589,-7.29482365782559,-64.9459634370579,33,9339.15541305585,TRUE
"JUNCO DO SERIDÓ",-36.8588250130493,-7.05911121935305,-59.5800058668395,29,5035.11882525024,TRUE
"CACIMBA DE AREIA",-37.1083583218356,-7.10378174645547,-60.6793562110894,83,5714.48689735231,TRUE
"PASSAGEM",-37.0669372550988,-7.1500216522133,-56.5871975551345,94,3567.54375614905,TRUE
"TEIXEIRA",-37.1992715963939,-7.2388256364381,-60.9868938905917,120,5920.44192316647,TRUE
"PASSAGEM",-37.0660862911105,-7.07520641559922,-60.4560467181177,85,5569.44303929035,TRUE
"TEIXEIRA",-37.2412774376649,-7.25866906006076,-57.6554983474106,125,4034.45009821203,TRUE
"TAPEROÁ",-36.9232938736755,-7.25092864233256,-65.946766600819,37,10479.673706992,TRUE
"PATOS",-37.2191058122631,-6.98273493499682,-61.8957663170057,77,6573.51633624262,TRUE
"TEIXEIRA",-37.1803638979405,-7.29608577791323,-64.5125984456023,85,8884.6301359895,TRUE
"LIVRAMENTO",-36.9601879584448,-7.36433785081562,-52.1722768220348,38,2145.96814921706,TRUE
"SANTA LUZIA",-36.8032257986566,-6.89304059218802,-66.6150395215702,24,11317.7841466057,TRUE
"DESTERRO",-37.0732340948967,-7.29405548538734,-49.7878718114101,60,1630.80870612833,TRUE
"DESTERRO",-37.0999222509641,-7.25052073061187,-58.5087470277277,63,4450.88918939719,TRUE
"SÃO MAMEDE",-37.1458308771331,-6.97389170502965,-61.4998936267908,85,6280.6430551668,TRUE
"DESTERRO",-37.1226973695526,-7.33852651795559,-62.1687759638535,66,6783.41252413358,TRUE
"SÃO MAMEDE",-36.9874749453816,-7.00040177743603,-68.6845807750446,33,14362.7787163855,TRUE
"QUIXABÁ",-37.0774819603035,-7.04024518466276,-63.6290547202909,87,8025.31645819224,TRUE
"AREIA DE BARAÚNAS",-36.997455482961,-7.06809165339172,-63.9728115699361,35,8349.29890748002,TRUE
"DESTERRO",-37.1457457501752,-7.28874171011802,-61.7856546610903,84,6490.70937453178,TRUE
"PATOS",-37.2677059938511,-6.985800325742,-55.2078640999168,82,3043.70554649507,TRUE
"LIVRAMENTO",-36.9803692115316,-7.35409544756357,-58.8489876458401,38,4628.69764718224,TRUE
"CACIMBAS",-37.0773497901469,-7.20774847454113,-52.1252361109235,83,2134.37751084259,TRUE
"SÃO MAMEDE",-37.0535448400847,-6.94441923102085,-59.6579432029864,79,5080.50158114999,TRUE
"DESTERRO",-37.0415391285283,-7.3344605154004,-62.6027580749846,60,7130.94906638301,TRUE
"DESTERRO",-37.1428641023891,-7.31110691208113,-62.0015187516911,75,6654.03940313823,TRUE
"TAPEROÁ",-36.9344353023994,-7.18744656360895,-60.4018316877613,36,5534.78831131539,TRUE
"SANTA LUZIA",-36.8933881942726,-6.97413662249409,-67.3939937985509,29,12379.6714998995,TRUE
"TAPEROÁ",-36.8719431217838,-7.24304629360512,-61.7848961355907,33,6490.14257552703,TRUE
"CACIMBAS",-37.0327144293192,-7.24035436833464,-58.2899031357631,49,4340.14848166705,TRUE
"DESTERRO",-37.122035613757,-7.24597827925999,-61.2508559715839,95,6103.12449863336,TRUE
"SÃO MAMEDE",-36.9670328886792,-7.03908139780351,-65.1832590761312,35,9597.8152201842,TRUE
"PATOS",-37.1895523972422,-6.94941464973335,-65.5468530632546,70,10008.110317896,TRUE
"TAPEROÁ",-36.7989115716269,-7.20601140590106,-54.8264955687551,34,2912.95790797177,TRUE
"TAPEROÁ",-36.8952433300515,-7.28508706168458,-66.7018017220081,35,11431.4025071412,TRUE
"SANTA LUZIA",-36.8191375726679,-6.93327598051355,-66.8018812233009,16,11563.8777524156,TRUE
"SANTA LUZIA",-36.9396445817625,-6.89021328393091,-57.0436579785827,23,3760.03882759225,TRUE
"QUIXABÁ",-37.1925712346643,-7.02361729565263,-59.2078422033861,86,4823.93603966968,TRUE
"SÃO MAMEDE",-37.0129258618768,-6.92651604999509,-64.8434263103524,27,9229.55466137968,TRUE
"SALGADINHO",-36.8686421432145,-7.09871176629048,-54.1571617736816,27,2696.91661829837,TRUE
"TAPEROÁ",-36.8788920168377,-7.250346415082,-63.1471592053585,33,7592.19564471968,TRUE
"QUIXABÁ",-37.174281030319,-7.00666830105428,-57.1538400279095,84,3808.03939061816,TRUE
