".","lon","lat","Ruído","N..Estações","Distância.min","optional"
"APARECIDA",-38.0460953892627,-6.8653508856998,-65.0754283489266,45,9479.39997124251,TRUE
"SOUSA",-38.2710917934029,-6.78146382075392,-51.6885827445072,47,2029.73138886748,TRUE
"AGUIAR",-38.3062744486098,-7.05918423404109,-59.5801993951686,27,5035.23101283601,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.1296581545331,-6.97412379496854,-59.6184641017757,44,5057.46208713312,TRUE
"POMBAL",-37.8701573561131,-6.81013992304105,-63.6456457294862,20,8040.66034920445,TRUE
"SÃO DOMINGOS",-37.9818123160814,-6.75540600056883,-63.7390464528155,43,8127.58936453596,TRUE
"AGUIAR",-38.2240739292185,-7.12024256939657,-62.0753502608704,23,6710.84091592683,TRUE
"COREMAS",-37.9093118193279,-7.04208123105235,-58.6804533012238,18,4539.75165649973,TRUE
"COREMAS",-37.9507776857073,-6.98291912166059,-58.0279173329091,28,4211.19447058253,TRUE
"PIANCÓ",-37.9145586277311,-7.10521808456287,-65.4584436177828,12,9906.75930763338,TRUE
"SÃO DOMINGOS",-37.9809042093995,-6.83051451636601,-58.5076497723363,46,4450.32696101271,TRUE
"POMBAL",-37.8889593371143,-6.86570089069318,-63.5630264605598,18,7964.5410268382,TRUE
"CARRAPATEIRA",-38.3038338094204,-7.0406255333557,-58.9974624237125,29,4708.49975217694,TRUE
"AGUIAR",-38.1623241208446,-7.10785891596351,-50.6496160592793,28,1800.90263566171,TRUE
"AGUIAR",-38.1072902424213,-7.04830045140006,-64.1263801133263,23,8498.22912962486,TRUE
"POMBAL",-37.869047950576,-6.78141012197483,-62.8136580813948,20,7306.21309449291,TRUE
"POMBAL",-37.9557535646901,-6.93392718062859,-65.2339935061465,25,9654.04026901176,TRUE
"POMBAL",-38.0064746940927,-6.913342477904,-67.6191072064486,35,12704.711018579,TRUE
"AGUIAR",-38.2480633506504,-7.05976465464227,-65.0252141249145,29,9424.75646655297,TRUE
"SÃO DOMINGOS",-38.0138628572178,-6.76437375825953,-63.4719967014601,44,7881.50700312588,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.0919734505889,-7.00782127611928,-66.0776848100853,19,10638.8251483852,TRUE
"COREMAS",-38.0459974618581,-7.00602170001838,-66.5802832345925,17,11272.5869126698,TRUE
"SOUSA",-38.2569952826899,-6.77957425782114,0,45,519.575223786637,TRUE
"SÃO DOMINGOS",-37.9583279307418,-6.85182159397408,-57.8883268048087,23,4144.0574829326,TRUE
"AGUIAR",-38.2632346844486,-7.16483510789584,-65.8773590293792,33,10396.2659833268,TRUE
"COREMAS",-38.0291070642135,-7.06725011373527,-66.0695678817863,22,10628.8878537526,TRUE
"AGUIAR",-38.1833477031625,-7.07946161952458,-52.202904634172,25,2153.54852716839,TRUE
"NAZAREZINHO",-38.3180145332309,-6.98628124144051,-61.7557277332462,71,6468.38434536509,TRUE
"SOUSA",-38.2332865462824,-6.68967305837322,-63.1325692905595,54,7579.45354079282,TRUE
"AGUIAR",-38.2592236989596,-7.11060721500434,-65.608834538989,29,10079.7824208636,TRUE
"COREMAS",-37.8995645130937,-7.06826317849226,-62.7137864259116,17,7222.6862879145,TRUE
